English,Spanish,Portuguese,French,Mandarin (Simplified),Polish,German
Broaden and strengthen the participation of developing countries in the institutions of global governance,,Ampliar e fortalecer a participação dos países em desenvolvimento nas instituições de governanção global,Élargir et renforcer la participation des pays en développement aux institutions chargées de la gouvernance au niveau mondial,,Rozszerzyć i wzmocnić udział krajów rozwijających się w światowych instytucjach międzynarodowego porządku prawnego.,Die Teilhabe der Entwicklungsländer an den globalen Lenkungsinstitutionen erweitern und verstärken
"By 2030, provide legal identity for all, including birth registration",,"Até 2030, fornecer identidade legal para todos, incluindo o registo de nascimento","D’ici à 2030, garantir à tous une identité juridique, notamment grâce à l’enregistrement des naissances",,"Do 2030 roku zapewnić wszystkim tożsamość prawną, w tym rejestrację urodzeń.","Bis 2030 insbesondere durch die Registrierung der Geburten dafür sorgen, dass alle Menschen eine rechtliche Identität haben"
"Ensure public access to information and protect fundamental freedoms, in accordance with national legislation and international agreements",,"Assegurar o acesso público à informação e proteger as liberdades fundamentais, em conformidade com a legislação nacional e os acordos internacionais","Garantir l’accès public à l’information et protéger les libertés fondamentales, conformément à la législation nationale et aux accords internationaux",,"Zapewnić powszechny dostęp do informacji oraz chronić podstawowe wolności, zgodnie z krajową legislacją i międzynarodowymi porozumieniami."," Den öffentlichen Zugang zu Informationen gewährleisten und die Grundfreiheiten schützen, im Einklang mit den nationalen Rechtsvorschriften und völkerrechtlichen Übereinkünften"
"Strengthen relevant national institutions, including through international cooperation, for building capacity at all levels, in particular in developing countries, to prevent violence and combat terrorism and crime",,"Fortalecer as instituições nacionais relevantes, inclusive através da cooperação internacional, para a construção de melhor capacidade de resposta, a todos os níveis, em particular nos países em desenvolvimento, para a prevenção da violência e o combate ao terrorismo e ao crime","Appuyer, notamment dans le cadre de la coopération internationale, les institutions nationales chargées de renforcer, à tous les niveaux, les moyens de prévenir la violence et de lutter contre le terrorisme et la criminalité, en particulier dans les pays en développement",,"Wzmocnić właściwe instytucje krajowe, w tym poprzez współpracę międzynarodową oraz budować zdolności na wszystkich szczeblach, w szczególności w krajach rozwijających się, na rzecz zapobiegania przemocy oraz zwalczania terroryzmu i przestępczości.","Die zuständigen nationalen Institutionen namentlich durch internationale Zusammenarbeit beim Kapazitätsaufbau auf allen Ebenen zur Verhütung von Gewalt und zur Bekämpfung von Terrorismus und Kriminalität unterstützen, insbesondere in den Entwicklungsländern"
Promote and enforce non-discriminatory laws and policies for sustainable development,,Promover e fazer cumprir leis e políticas não discriminatórias para o desenvolvimento sustentáve,Promouvoir et appliquer des lois et politiques non discriminatoires pour le développement durable,,Promować i egzekwować prawo niedyskryminujące nikogo oraz polityki na rzecz zrównoważonego rozwoju.,Nichtdiskriminierende Rechtsvorschriften und Politiken zugunsten einer nachhaltigen Entwicklung fördern und durchsetzen
"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",,"Fortalecer a mobilização de recursos internos, inclusive através do apoio internacional aos países em desenvolvimento, para melhorar a capacidade nacional de cobrança de impostos e outras fontes de receita","Améliorer, notamment grâce à l’aide internationale aux pays en développement, la mobilisation de ressources nationales en vue de renforcer les capacités nationales de collecte de l’impôt et d’autres recettes",,"Zwiększyć mobilizację krajowych środków, w tym poprzez międzynarodowe wsparcie na rzecz krajów rozwijających się, by poprawić krajową zdolność poboru podatków i innych przychodów.","Die Mobilisierung einheimischer Ressourcen verstärken, einschließlich durch internationale Unterstützung für die Entwicklungsländer, um die nationalen Kapazitäten zur Erhebung von Steuern und anderen Abgaben zu verbessern"
"Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of ODA/GNI to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries",,"Os países desenvolvidos devem implementar de forma plema os seus compromissos em matéria de assistência oficial ao desenvolvimento [AOD], inclusive canalizar 0,7% do rendimento nacional bruto [RNB] para AOD aos países em desenvolvimento, e alocar 0,15% a 0,20% desse valor para os países menos desenvolvidos.","Faire en sorte que les pays développés honorent tous leurs engagements en matière d’aide publique au développement, notamment celui pris par nombre d’entre eux de consacrer 0,7% de leur revenu national brut à l’aide aux pays en développement et entre 0,15% et 0,20% à l’aide aux pays les moins avancés, les bailleurs de fonds étant encouragés à envisager de se fixer pour objectif de consacrer au moins 0,20% de leur revenu national brut à l’aide aux pays les moins avancés",,"W pełni wdrożyć zobowiązania krajów rozwiniętych do przekazania oficjalnej pomocy rozwojowej (ODA), w tym zobowiązanie podjęte przez wiele krajów rozwiniętych do osiągniecia poziomu oficjalnej pomocy rozwojowej w wysokości 0,7% dochodu narodowego brutto (0,7% ODA/GNI) na rzecz krajów rozwijających się i 0,15-0,20% ODA/GNI dla krajów najmniej rozwiniętych; zachęca się państwa-donatorów ODA do rozważenia ustanowenia celu co najmniej 0,20% ODA/GNI dla krajów najmniej rozwiniętych.","Sicherstellen, dass die entwickelten Länder ihre Zusagen im Bereich der öffentlichen Entwicklungshilfe voll einhalten, einschließlich der von vielen entwickelten Ländern eingegangenen Verpflichtung, die Zielvorgabe von 0,7 Prozent ihres Bruttonationaleinkommens für öffentliche Entwicklungshilfe zugunsten der Entwicklungsländer und 0,15 bis 0,20 Prozent zugunsten der am wenigsten entwickelten Länder zu erreichen; den Gebern öffentlicher Entwicklungshilfe wird nahegelegt, die Bereitstellung von mindestens 0,20 Prozent ihres Bruttonationaleinkommens zugunsten der am wenigsten entwickelten Länder als Zielsetzung zu erwägen"
Mobilize additional financial resources for developing countries from multiple sources,,Mobilizar recursos financeiros adicionais para os países em desenvolvimento a partir de múltiplas fontes,Mobiliser des ressources financières supplémentaires de diverses provenances en faveur des pays en développement,,Zmobilizować dodatkowe środki finansowe dla krajów rozwijających się z różnorodnych źródeł.,Zusätzliche finanzielle Mittel aus verschiedenen Quellen für die Entwicklungsländer mobilisieren
"Assist developing countries in attaining long-term debt sustainability through coordinated policies aimed at fostering debt financing, debt relief and debt restructuring, as appropriate, and address the external debt of highly indebted poor countries to reduce debt distress",,"Ajudar os países em desenvolvimento a alcançar a sustentabilidade da dívida de longo prazo através de políticas coordenadas destinadas a promover o financiamento, a redução e a reestruturação da dívida, conforme apropriado, e analisar a dívida externa dos países pobres altamente endividados de forma a reduzir o superendividamento","Aider les pays en développement à assurer la viabilité à long terme de leur dette au moyen de politiques concertées visant à favoriser le financement de la dette, son allègement ou sa restructuration, selon le cas, et réduire le surendettement en réglant le problème de la dette extérieure des pays pauvres très endettés",,"Pomóc krajom rozwijającym się w osiągnięciu długoterminowej zdolności do spłaty długu poprzez skoordynowane polityki ukierunkowane na wsparcie finansowania dłużnego, redukcję zadłużenia oraz restrukturyzację długu, zgodnie z warunkami krajowymi; zająć się kwestią zadłużenia zewnętrznego ubogich krajów o wysokim zadłużeniu by zredukować sytuacje kryzysowe pod względem zadłużenia.","Den Entwicklungsländern dabei behilflich sein, durch eine koordinierte Politik zur Förderung der Schuldenfinanzierung, der Entschuldung beziehungsweise der Umschuldung die langfristige Tragfähigkeit der Verschuldung zu erreichen, und das Problem der Auslandsverschuldung hochverschuldeter armer Länder angehen, um die Überschuldung zu verringern"
Adopt and implement investment promotion regimes for least developed countries,,Adotar e implementar regimes de promoção de investimentos para os países menos desenvolvidos,Adopter et mettre en œuvre des dispositifs visant à encourager l’investissement en faveur des pays les moins avancés,,Przyjąć i wdrożyć systemy promocji inwestycji dla krajów najsłabiej rozwiniętych.,Investitionsförderungssysteme für die am wenigsten entwickelten Länder beschließen und umsetzen
"Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism",,"Melhorar a cooperação Norte-Sul, Sul-Sul e triangular ao nível regional e internacional e o acesso à ciência, tecnologia e inovação, e aumentar a partilha de conhecimento em termos mutuamente acordados, inclusive através de uma melhor coordenação entre os Objetivo PARCERIAS PARA A IMPLEMENTAÇÃO DOS OBJETIVOS Reforçar os meios de implementação e revitalizar aParceria Global para o Desenvolvimento Sustentável 35 mecanismos existentes, particularmente no nível das Nações Unidas, e por meio de um mecanismo de facilitação de tecnologia global","Renforcer l’accès à la science, à la technologie et à l’innovation et la coopération Nord-Sud et Sud-Sud et la coopération triangulaire régionale et internationale dans ces domaines et améliorer le partage des savoirs selon des modalités arrêtées d’un commun accord, notamment en coordonnant mieux les mécanismes existants, en particulier au niveau des organismes des Nations unies, et dans le cadre d’un mécanisme mondial de facilitation des technologies",,"Wzmocnić współpracę Północ-Południe i Południe-Południe oraz trójstronną, współpracę regionalną i międzynarodową w zakresie dostępu do nauki, technologii i innowacji; rozwinąć dzielenie się wiedzą na wspólnie ustalonych warunkach, w tym poprzez wzmocnioną koordynację istniejących już mechanizmów, w szczególności na szczeblu Narodów Zjednoczonych oraz poprzez globalny mechanizm ułatwiania dostępu do technologii.","Die regionale und internationale Nord-Süd- und Süd-Süd-Zusammenarbeit und Dreieckskooperation im Bereich Wissenschaft, Technologie und Innovation und den Zugang dazu verbessern und den Austausch von Wissen zu einvernehmlich festgelegten Bedingungen verstärken, unter anderem durch eine bessere Abstimmung zwischen den vorhandenen Mechanismen, insbesondere auf Ebene der Vereinten Nationen, und durch einen globalen Mechanismus zur Technologieförderung"
"Promote the development, transfer, dissemination and diffusion of environmentally sound technologies to developing countries on favourable terms, including on concessional and preferential terms, as mutually agreed",,"Promover o desenvolvimento, a transferência, a disseminação e a difusão de tecnologias ambientalmente corretas para os países em desenvolvimento, em condições favoráveis, inclusive em condições concessionais e preferenciais, conforme mutuamente acordado","Promouvoir la mise au point, le transfert et la diffusion de technologies respectueuses de l’environnement en faveur des pays en développement, à des conditions favorables, y compris privilégiées et préférentielles, arrêtées d’un commun accord",,"Promować rozwój, transfer, rozpowszechnianie i rozprzestrzenianie technologii przyjaznych środowisku w państwach rozwijających się na korzystnych i preferencyjnych warunkach, w oparciu o wspólne uzgodnienia.","Die Entwicklung, den Transfer, die Verbreitung und die Diffusion von umweltverträglichen Technologien an die Entwicklungsländer zu gegenseitig vereinbarten günstigen Bedingungen, einschließlich Konzessions- und Vorzugsbedingungen, fördern"
"Fully operationalize the technology bank and science, technology and innovation capacity-building mechanism for least developed countries by 2017 and enhance the use of enabling technology, in particular information and communications technology",,"Operacionalizar plenamente o Banco de Tecnologia e o mecanismo de capacitação em ciência, tecnologia e inovação para os países menos desenvolvidos até 2017, e aumentar o uso de tecnologias de capacitação, em particular das tecnologias de informa- ção e comunicação","Faire en sorte que la banque de technologies et le mécanisme de renforcement des capacités scientifiques et technologiques et des capacités d’innovation des pays les moins avancés soient pleinement opérationnels d’ici à 2017 et renforcer l’utilisation des technologies clefs, en particulier de l’informatique et des communications",,"W pełni zoperacjonalizować  bank technologii oraz naukowe, technologiczne i innowacyjne mechanizmy budowania potencjału dla krajów najsłabiej rozwiniętych do 2017 roku; zwiększyć wykorzystanie technologii kluczowych dla rozwoju, w szczególności technologii informacyjnych i komunikacyjnych.","Die Technologiebank und den Mechanismus zum Kapazitätsaufbau für Wissenschaft, Technologie und Innovation für die am wenigsten entwickelten Länder bis 2017 vollständig operationalisieren und die Nutzung von Grundlagentechnologien, insbesondere der Informations- und Kommunikationstechnologien, verbessern"
"Enhance international support for implementing effective and targeted capacity-building in developing countries to support national plans to implement all the sustainable development goals, including through North-South, South-South and triangular cooperation",,"Reforçar o apoio internacional para a implementação eficaz e orientada da capacitação em países em desenvolvimento, a fim de apoiar os planos nacionais para implementar todos os objetivos de desenvolvimento sustentável, inclusive através da cooperação Norte-Sul, Sul-Sul e triangular","Apporter, à l’échelon international, un soutien accru pour assurer le renforcement efficace et ciblé des capacités des pays en développement et appuyer ainsi les plans nationaux visant à atteindre tous les objectifs de développement durable, notamment dans le cadre de la coopération Nord-Sud et Sud-Sud et de la coopération triangulaire",,"Zwiększyć międzynarodowe wsparcie na rzecz wdrażania efektywnej i ukierunkowanej budowy potencjału, by wesprzeć narodowe plany realizacji wszystkich Celów Zrównoważonego Rozwoju w krajach rozwijających się, w tym poprzez współpracę Północ – Południe, Południe – Południe oraz współpracę trójstronną.","Die internationale Unterstützung für die Durchführung eines effektiven und gezielten Kapazitätsaufbaus in den Entwicklungsländern verstärken, um die nationalen Pläne zur Umsetzung aller Ziele für nachhaltige Entwicklung zu unterstützen, namentlich im Rahmen der Nord-Süd- und Süd-Süd-Zusammenarbeit und der Dreieckskooperation"
"Promote a universal, rules-based, open, non-discriminatory and equitable multilateral trading system under the World Trade Organization, including through the conclusion of negotiations under its Doha Development Agenda",,"Promover um sistema multilateral de comércio universal, baseado em regras, aberto, não discriminatório e equitativo no âmbito da Organização Mundial do Comércio, inclusive através da conclusão das negociações no âmbito da Agenda de Desenvolvimento de Doha","Promouvoir un système commercial multilatéral universel, réglementé, ouvert, non discriminatoire et équitable sous l’égide de l’Organisation mondiale du commerce, notamment grâce à la tenue de négociations dans le cadre du Programme de Doha pour le développement",,"Promować powszechny, oparty na zasadach, otwarty, niedyskryminujący i sprawiedliwy wielostronny system handlowy w ramach Światowej Organizacji Handlu, w tym poprzez rezultaty negocjacji Agendy Rozwoju z Doha.","Ein universales, regelgestütztes, offenes, nichtdiskriminierendes und gerechtes multilaterales Handelssystem unter dem Dach der Welthandelsorganisation fördern, insbesondere durch den Abschluss der Verhandlungen im Rahmen ihrer Entwicklungsagenda von Doha"
"Significantly increase the exports of developing countries, in particular with a view to doubling the least developed countries share of global exports by 2020",,"Aumentar significativamente as exportações dos países em desenvolvimento, em particular com o objetivo de duplicar a participação dos países menos desenvolvidos nas exportações globais até 2020","Accroître nettement les exportations des pays en développement, en particulier en vue de doubler la part des pays les moins avancés dans les exportations mondiales d’ici à 2020",,"Znacząco zwiększyć eksport krajów rozwijających się, w szczególności mając na celu podwojenie udziału krajów najsłabiej rozwiniętych w globalnym eksporcie do 2020 roku.","Die Exporte der Entwicklungsländer deutlich erhöhen, insbesondere mit Blick darauf, den Anteil der am wenigsten entwickelten Länder an den weltweiten Exporten bis 2020 zu verdoppeln"
"Realize timely implementation of duty-free and quota-free market access on a lasting basis for all least developed countries, consistent with World Trade Organization decisions, including by ensuring that preferential rules of origin applicable to imports from least developed countries are transparent and simple, and contribute to facilitating market access",,"Concretizar a implementação oportuna de acesso a mercados livres de cotas e taxas, de forma duradoura, para todos os países menos desenvolvidos, de acordo com as decisões da OMC, inclusive através de garantias de que as regras de origem preferencial aplicáveis às importações provenientes de países menos desenvolvidos sejam transparentes e simples, e contribuam para facilitar o acesso ao mercado","Permettre l’accès rapide de tous les pays les moins avancés aux marchés en franchise de droits et sans contingent, conformément aux décisions de l’Organisation mondiale du commerce, notamment en veillant à ce que les règles préférentielles applicables aux importations provenant des pays les moins avancés soient transparentes et simples et facilitent l’accès aux marchés",,"Zrealizować terminowe wdrożenie bezcłowego i bezkwotowego dostępu do rynku w sposób trwały dla wszystkich najmniej rozwiniętych krajów, zgodnie z decyzjami Światowej Organizacji Handlu, w tym poprzez zapewnienie, że preferencyjne reguły pochodzenia mające zastosowanie do przywozu z krajów najsłabiej rozwiniętych są przejrzyste, proste i przyczyniają się do ułatwienia dostępu do rynku.","Die rasche Umsetzung des zoll- und kontingentfreien Marktzugangs auf dauerhafter Grundlage für alle am wenigsten entwickelten Länder im Einklang mit den Beschlüssen der Welthandelsorganisation erreichen, unter anderem indem sichergestellt wird, dass die für Importe aus den am wenigsten entwickelten Ländern geltenden präferenziellen Ursprungsregeln transparent und einfach sind und zur Erleichterung des Marktzugangs beitragen"
"Enhance global macroeconomic stability, including through policy coordination and policy coherence",,"Aumentar a estabilidade macroeconómica global, inclusive através da coordenação e da coerência de políticas","Renforcer la stabilité macroéconomique mondiale, notamment en favorisant la coordination et la cohérence des politiques",,"Zwiększyć globalną stabilność makroekonomiczną, w tym poprzez koordynację i spójność polityk.","Die globale makroökonomische Stabilität verbessern, namentlich durch Politikkoordinierung und Politikkohärenz "
Enhance policy coherence for sustainable development,,Aumentar a coerência das políticas para o desenvolvimento sustentável,Renforcer la cohérence des politiques de développement durable,,Zwiększyć spójność polityk na rzecz zrównoważonego rozwoju.,Die Politikkohärenz zugunsten nachhaltiger Entwicklung verbessern
Respect each country’s policy space and leadership to establish and implement policies for poverty eradication and sustainable development,,Respeitar o espaço político e a liderança de cada país para estabelecer e implementar políticas para a erradicação da pobreza e o desenvolvimento sustentável,Respecter la marge de manœuvre et l’autorité de chaque pays en ce qui concerne l’élaboration et l’application des politiques d’élimination de la pauvreté et de développement durable,,"Szanować przestrzeń polityczną każdego państwa i wiodącą rolę  rządów  w stworzeniu i wdrożeniu polityki na rzecz zrównoważonego rozwoju i eliminacji ubóstwa.
Partnerstwa wielostronne",Den politischen Spielraum und die Führungsrolle jedes Landes bei der Festlegung und Umsetzung von Politiken zur Armutsbeseitigung und für nachhaltige Entwicklung respektieren
"Enhance the global partnership for sustainable development, complemented by multi-stakeholder partnerships that mobilize and share knowledge, expertise, technology and financial resources, to support the achievement of the sustainable development goals in all countries, in particular developing countries",,"Reforçar a parceria global para o desenvolvimento sustentável, complementada por parcerias multissetoriais que mobilizem e partilhem conhecimento, perícia, tecnologia e recursos financeiros, para apoiar a realização dos objetivos do desenvolvimento sustentável em todos os países, particularmente nos países em desenvolvimento","Renforcer le Partenariat mondial pour le développement durable, associé à des partenariats multipartites permettant de mobiliser et de partager des savoirs, des connaissances spécialisées, des technologies et des ressources financières, afin d’aider tous les pays, en particulier les pays en développement, à atteindre les objectifs de développement durable",,"Wzmocnić globalne partnerstwo na rzecz zrównoważonego rozwoju, uzupełnione o partnerstwa wielostronne, które mobilizują i dzielą się wiedzą, kompetencjami, technologią i środkami finansowymi, by wspierać osiągnięcie Celów Zrównoważonego Rozwoju we wszystkich krajach, szczególnie w tych rozwijających się.","Die Globale Partnerschaft für nachhaltige Entwicklung ausbauen, ergänzt durch Multi-Akteur-Partnerschaften zur Mobilisierung und zum Austausch von Wissen, Fachkenntnissen, Technologie und finanziellen Ressourcen, um die Erreichung der Ziele für nachhaltige Entwicklung in allen Ländern und insbesondere in den Entwicklungsländern zu unterstützen"
"Encourage and promote effective public, public-private and civil society partnerships, building on the experience and resourcing strategies of partnerships",,"Incentivar e promover parcerias públicas, público-privadas e com a sociedade civil que sejam eficazes, a partir da experiência das estratégias de mobilização de recursos dessas parcerias","Encourager et promouvoir les partenariats publics, les partenariats publicprivé et les partenariats avec la société civile, en faisant fond sur l’expérience acquise et les stratégies de financement appliquées en la matière",,"Zachęcać do tworzenia i promować efektywne partnerstwa publiczne, publiczno – prywatne i z udziałem społeczeństwa obywatelskiego, budowane na doświadczeniu i niezbędnych strategiach partnerstwa","Die Bildung wirksamer öffentlicher, öffentlich-privater und zivilgesellschaftlicher Partnerschaften aufbauend auf den Erfahrungen und Mittelbeschaffungsstrategien bestehender Partnerschaften unterstützen und fördern"
"By 2020, enhance capacity-building support to developing countries, including for least developed countries and small island developing States, to increase significantly the availability of high-quality, timely and reliable data disaggregated by income, gender, age, race, ethnicity, migratory status, disability, geographic location and other characteristics relevant in national contexts",,"Até 2020, reforçar o apoio à capacitação para os países em desenvolvimento, inclusive para os países menos desenvolvidos e pequenos Estados insulares em desenvolvimento, para aumentar significativamente a disponibilidade de dados de alta qualidade, atuais e fidedignos, desagregados ao nível do rendimento, género, idade, raça, etnia, estatuto migratório, deficiência, localização geográfica e outras características relevantes em contextos nacionais","D’ici à 2020, apporter un soutien accru au renforcement des capacités des pays en développement, notamment des pays les moins avancés et des petits États insulaires en développement, l’objectif étant de disposer d’un beaucoup plus grand nombre de données de qualité, actualisées et exactes, ventilées par niveau de revenu, sexe, âge, race, appartenance ethnique, statut migratoire, handicap et emplacement géographique, et selon d’autres caractéristiques propres à chaque pays",,"Do 2020 roku zwiększyć wsparcie na rzecz budowy potencjału w państwach rozwijających się i położonych na małych wyspach by znacząco zwiększyć dostęp do aktualnych, rzetelnych danych dobrej jakości, uporządkowanych według dochodu, płci, wieku, rasy, pochodzenia etnicznego, statusu migracyjnego, niepełnosprawności, położenia geograficznego i innych charakterystyk dostosowanych do kontekstu narodowego.
 ","Bis 2020 die Unterstützung des Kapazitätsaufbaus für die Entwicklungsländer und namentlich die am wenigsten entwickelten Länder und die kleinen Inselentwicklungsländer erhöhen, mit dem Ziel, über erheblich mehr hochwertige, aktuelle und verlässliche Daten zu verfügen, die nach Einkommen, Geschlecht, Alter, Rasse, Ethnizität, Migrationsstatus, Behinderung, geografischer Lage und sonstigen im nationalen Kontext relevanten Merkmalen aufgeschlüsselt sind"
"By 2030, build on existing initiatives to develop measurements of progress on sustainable development that complement gross domestic product, and support statistical capacity-building in developing countries",,"Até 2030, aumentar as iniciativas existentes para desenvolver medidas do progresso do desenvolvimento sustentável que complementem o produto interno bruto [PIB] e apoiem a capacitação estatística nos países em desenvolvimento","D’ici à 2030, tirer parti des initiatives existantes pour établir des indicateurs de progrès en matière de développement durable qui viendraient compléter le produit intérieur brut, et appuyer le renforcement des capacités statistiques des pays en développement",,"Rozwijać istniejące inicjatywy opracować wskaźnik pomiaru postępu w dziedzinie zrównoważonego rozwoju, który będzie uzupełnieniem dla produktu krajowego brutto  oraz wspierać budowę potencjału statystycznego w państwach rozwijających się.","Bis 2030 auf den bestehenden Initiativen aufbauen, um Fortschrittsmaße für nachhaltige Entwicklung zu erarbeiten, die das Bruttoinlandsprodukt ergänzen, und den Aufbau der statistischen Kapazitäten der Entwicklungsländer unterstützen"
DATE,,DATA,Date,,DATA,Datum
Expired,,Expirado,Expiré,,Wygasła,Abgelaufen
"Congratulations, you definitely see yourself as a World Citizen!
Your scores indicate that you certainly feel you are a world citizen. They also indicate that you are engaged in a self-actualizing process to become an even better global citizen!
You are aware of what is going on in the world and enjoy taking an active role in contributing towards making it a better place for everyone. Keep up the good work and make sure you share your views on world citizenship with those around you!",,"Parabéns, tu definitivamente vês-te como um World Citizen! As tuas pontuações indicam que tu certamente te sentes um cidadão global. Indicam também que estás envolvido num processo de auto-atualização para te tornares um cidadão ainda mais global!
Estás consciente do que se passa no mundo e aprecias ter um papel ativo na contribuição para o tornar num lugar melhor para todos. Mantém o bom trabalho e faz questão de partilhar a tua visão em cidadania global com os que estão à tua volta!","Félicitations, vous vous voyez définitivement comme un Citoyen du Monde !
Vos résultats indiquent que vous avez certainement l'impression d'être un citoyen du monde. Ils indiquent également que vous êtes engagé dans un processus d'auto-actualisation pour devenir un citoyen mondial encore meilleur !
Vous êtes conscient de ce qui se passe dans le monde et vous aimez jouer un rôle actif en contribuant à faire de ce lieu un meilleur endroit pour tous. Continuez votre bon travail et assurez-vous de partager vos opinions sur la citoyenneté mondiale avec ceux qui vous entourent !",,"Brawo, zdecydowanie uważasz siebie za World Citizen! Twój wynik  oznacza, że zdecydowanie czujesz się jako obywatel świata. Lubisz samemu dowiadywać się o nowych wydarzeniach na świecie, żeby jeszcze lepiej go zrozumieć. Wiesz z jakimi problemami nasz świat się zmaga i lubisz działać, żeby zmienić świat na lepszy dla każdego. Tak trzymaj, działaj dalej i pamiętaj, żeby dzielić się swoimi opiniami o byciu obywatelem świata z ludźmi naokoło Ciebie.","Glückwunsch, du "
Core Characteristics,,Características centrais,Caractéristiques Principales,,Podstawowe cechy,Wesenseigenschaften
"You got to do some serious work on your path of becoming a World Citizen!\nBased on your responses to the assessment, your scores indicate that you think you don't possess or/and have not developed  particular characteristics of a world citizen.\nThe good news is you have a huge range of opportunities in AIESEC to consciously work on them! In order to take advantage of these opportunities, you gotta leave your comfort zone, realize that the world goes beyond your immediate needs, and take bold steps to develop characteristics of a global citizen that is aware of what is going on in the world and enjoy taking an active role in contributing towards making it a better place for everyone.\n",,"Tens que trabalhar muito no teu caminho para te tornares um World  Citizen!  Baseado nas tuas respostas da avaliação, as tua pontuações indicam que tu pensas que não tens ou/ e não tens desenvolvido certas caracteristicas de um World Citizen. As boas noticias são que tu tens um grande leque de oportunidades  na AIESEC para trabalhares conscientemente nelas! Para teres vantangem nestas oportunidades, tens que sair da tua zona de conforto, perceber que o mundo vai mais além das tuas necessidades imediatas e  dar passos arriscados para desenvolver as características de um cidadão global que tem consciência  do que se passa no mundo e  aprecia ter um papela ativo  na contribuição de o tornar um sitio melhor para toda gente.","Vous devez faire un travail sérieux sur votre chemin pour devenir un Citoyen du Monde !  Basé sur vos réponses à l'évaluation, vos scores indiquent que vous pensez que vous ne possédez pas et / ou n'avez pas développé les caractéristiques particulières d'un citoyen du monde. Les bonnes nouvelles sont que vous avez un large éventail d'opportunités à AIESEC de travailler consciemment sur elles ! Afin de profiter de ces opportunités, vous devez quitter votre zone de confort, vous rendre compte que le monde va au-delà de vos besoins immédiats et prendre des mesures audacieuses pour développer les caractéristiques d'un citoyen du monde conscient de ce qui se passe dans le monde, jouer un rôle actif en contribuant à en faire un meilleur endroit pour tout le monde. ",,"Przed Tobą dużo pracy, żeby stać się prawdziwym World Citizen! Twoje wyniki oznaczają, ze według Ciebie nie posiadasz i/lub nie rozwinąłeś w sobie jeszcze cech obywatela świata. Na szczęście AIESEC zapewni Ci wiele szans do rozwoju. Dzięki temu świadomie będziesz mógł pracować nad tą cechą.  Żeby wpełni wykorzystać te możliwości musisz wyjść ze swojej strefy komfortu, zrozumieć, że świat to więcej niż Twoje codzienne potrzeby i podjąć odważne kroki, żeby zostać obywatelem świata, który wie, co aktualnie dzieje się na świecie i lubi zmieniać świat na lepszy dla wszystkich.","Du musst ernsthaft an deinem Weg zum Weltbürger arbeiten! Auf der Grundlage deiner Antworten auf die Bewertung zeigen deine Punkte, dass du denkst, dass du keine besonderen Eigenschaften eines Weltbürgers besitzt oder nicht entwickelt hast. Die gute Nachricht ist, dass Sie in AIESEC eine große Bandbreite an Möglichkeiten haben, um bewusst an ihnen zu arbeiten! Um diese Möglichkeiten zu nutzen, müssen Sie Ihre Komfortzone verlassen, erkennen, dass die Welt Ihre unmittelbaren Bedürfnisse übersteigt, und kühne Schritte unternehmen, um Eigenschaften eines globalen Bürgers zu entwickeln, der sich bewusst ist, was in der Welt vor sich geht und genießt eine aktive Rolle dabei zu spielen, einen besseren Ort für alle zu schaffen. "
